,#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
3032,,MMRNR04735,R_HMR_7274,dolichyl-phosphate-D-mannose[r] + G00006[r] => dolichyl-phosphate[r] + G10595[r],,ENSMUSG00000033809,,,,,,N-glycan metabolism,,,,
3033,,MMRNR04736,R_HMR_7275,dolichyl-phosphate-D-mannose[r] + G10595[r] => dolichyl-phosphate[r] + G10596[r],,ENSMUSG00000032059,,,,,,N-glycan metabolism,,,,
3034,,MMRNR04737,R_HMR_7276,dolichyl-phosphate-D-mannose[r] + G10596[r] => dolichyl-phosphate[r] + G10597[r],,ENSMUSG00000035845,,,,,,N-glycan metabolism,,,,
3035,,MMRNR04738,R_HMR_7277,dolichyl-phosphate-D-mannose[r] + G10597[r] => dolichyl-phosphate[r] + G00007[r],,ENSMUSG00000032059,,,,,,N-glycan metabolism,,,,
3036,,MMRNR04739,R_HMR_7278,dolichyl-phosphate[r] + UDP-glucose[r] => dolichyl-D-glucosyl-phosphate[r] + UDP[r],,ENSMUSG00000036632,,,,,,N-glycan metabolism,,,,
3037,,MMRNR04740,R_HMR_7279,dolichyl-D-glucosyl-phosphate[r] + G00007[r] => dolichyl-phosphate[r] + G10598[r],,ENSMUSG00000116382,,,,,,N-glycan metabolism,,,,
3038,,MMRNR04741,R_HMR_7280,dolichyl-D-glucosyl-phosphate[r] + G10598[r] => dolichyl-phosphate[r] + G10599[r],,ENSMUSG00000035704,,,,,,N-glycan metabolism,,,,
3039,,MMRNR04742,R_HMR_7281,dolichyl-D-glucosyl-phosphate[r] + G10599[r] => (Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1[r] + dolichyl-phosphate[r],,ENSMUSG00000075470,,,,,,N-glycan metabolism,,,,
3040,,MMRNR04743,R_HMR_7285,(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1[r] => (alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + dolichyl-diphosphate[r],,ENSMUSG00000022174 or ENSMUSG00000027642 or ENSMUSG00000028757 or ENSMUSG00000030062 or ENSMUSG00000032116 or ENSMUSG00000032437 or ENSMUSG00000039530,,,,,,N-glycan metabolism,,,,
3041,,MMRNR04744,R_HMR_7287,(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + H2O[r] => (alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + glucose[r],,ENSMUSG00000071650,,,,,,N-glycan metabolism,,,,
3042,,MMRNR04745,R_HMR_7288,"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + H2O[r] => glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[r] + mannose[r]",,,,,,,,N-glycan metabolism,,,,
3043,,MMRNR04746,R_HMR_7289,"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + H2O[r] => glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[r] + mannose[r]",,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3044,,MMRNR04747,R_HMR_7290,(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + H2O[r] => (alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + glucose[r],,,,,,,,N-glycan metabolism,,,,
3045,,MMRNR04748,R_HMR_7291,"glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[r] + H2O[r] => glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + mannose[r]",,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3046,,MMRNR04750,R_HMR_7293,"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + H2O[r] => (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[r] + mannose[r]",,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3047,,MMRNR04756,R_HMR_7306,glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + 2 H2O[g] => (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)[g] + glucose[g] + mannose[g],,,,,,,,N-glycan metabolism,,,,
3048,,MMRNR04757,R_HMR_7308,"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + H2O[g] => (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)[g] + mannose[g]",,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3049,,MMRNR04758,R_HMR_7309,"(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + H2O[g] => (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[g] + mannose[g]",,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3050,,MMRNR04759,R_HMR_7310,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)[g] + H2O[g] => (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (A)[g] + mannose[g]",,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3051,,MMRNR04760,R_HMR_7311,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[g] + H2O[g] => (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)[g] + mannose[g]",,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3052,,MMRNR04761,R_HMR_7312,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[g] + H2O[g] => (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)[g] + mannose[g]",,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3053,,MMRNR04762,R_HMR_7313,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)[g] + H2O[g] => (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)[g] + mannose[g]",,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3054,,MMRNR04763,R_HMR_7314,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[g] + H2O[g] => (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)[g] + mannose[g]",,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3055,,MMRNR04764,R_HMR_7315,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (A)[g] + H2O[g] => (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)[g] + mannose[g],,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3056,,MMRNR04765,R_HMR_7316,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)[g] + H2O[g] => (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)[g] + mannose[g],,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3057,,MMRNR04766,R_HMR_7317,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)[g] + H2O[g] => (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)[g] + mannose[g],,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3058,,MMRNR04767,R_HMR_7318,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)[g] + H2O[g] => (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)[g] + mannose[g],,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3059,,MMRNR04768,R_HMR_7319,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)[g] + H2O[g] => (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)[g] + mannose[g],,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3060,,MMRNR04769,R_HMR_7320,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)[g] + H2O[g] => (alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + mannose[g],,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3061,,MMRNR04770,R_HMR_7321,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)[g] + H2O[g] => (alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + mannose[g],,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3062,,MMRNR04771,R_HMR_7322,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)[g] + H2O[g] => (alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + mannose[g],,ENSMUSG00000003746 or ENSMUSG00000008763 or ENSMUSG00000036646 or ENSMUSG00000037306,,,,,,N-glycan metabolism,,,,
3063,,MMRNR04772,R_HMR_7323,(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + UDP-N-acetylglucosamine[g] => nm4masn[g] + UDP[g],,ENSMUSG00000020346,,,,,,N-glycan metabolism,,,,
3064,,MMRNR04773,R_HMR_7324,2 H2O[g] + nm4masn[g] => 2 mannose[g] + nm2masn[g],,ENSMUSG00000024085 or ENSMUSG00000038886,,,,,,N-glycan metabolism,,,,
3065,,MMRNR04774,R_HMR_7325,nm2masn[g] + UDP-N-acetylglucosamine[g] => n2m2masn[g] + UDP[g],,ENSMUSG00000043998,,,,,,N-glycan metabolism,,,,
3066,,MMRNR04776,R_HMR_7327,n2m2masn[g] + UDP-N-acetylglucosamine[g] => G00020[g] + UDP[g],,ENSMUSG00000026110 or ENSMUSG00000036620,,,,,,N-glycan metabolism,,,,
3067,,MMRNR04777,R_HMR_7328,G00020[g] + UDP-N-acetylglucosamine[g] => G00021[g] + UDP[g],,ENSMUSG00000036155,,,,,,N-glycan metabolism,,,,
3068,,MMRNR04779,R_HMR_7332,GDP-L-fucose[g] + n2m2masn[g] => fn2m2masn[g] + GDP[g],,ENSMUSG00000021065,,,,,,N-glycan metabolism,,,,
3069,,MMRNR04780,R_HMR_7333,fn2m2masn[g] + 2 UDP-galactose[g] => l2fn2m2masn[g] + 2 UDP[g],,ENSMUSG00000017929 or ENSMUSG00000028413 or ENSMUSG00000052423,,,,,,N-glycan metabolism,,,,
3070,,MMRNR04781,R_HMR_7334,2 CMP-N-acetylneuraminate[g] + l2fn2m2masn[g] => 2 CMP[g] + PA6[g],,ENSMUSG00000022885,,,,,,N-glycan metabolism,,,,
3071,,MMRNR04782,R_HMR_7428,"(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine[l] + 2 H2O[l] => Beta-1,4-Mannose-N-Acetylglucosamine[l] + 2 mannose[l]",,ENSMUSG00000005142 or ENSMUSG00000029119 or ENSMUSG00000032295,,,,,,N-glycan metabolism,,,,
3072,,MMRNR04783,R_HMR_7429,"Beta-1,4-Mannose-N-Acetylglucosamine[l] + H2O[l] => mannose[l] + N-acetylglucosamine[l]",,ENSMUSG00000028164,,,,,,N-glycan metabolism,,,,
3073,,MMRNR04784,R_HMR_7574,de-Fuc form of PA6[l] + H2O[l] => De-Fuc Form Of Pa6 (Wo Peptide Linkage)[l],,ENSMUSG00000031521,,,,,,N-glycan metabolism,,,,
3074,,MMRNR04785,R_HMR_7575,"De-Fuc Form Of Pa6 (Wo Peptide Linkage)[l] + H2O[l] => de-Fuc, GlcNAc removed PA6 (wo peptide linkage)[l] + N-acetylglucosamine[l]",,ENSMUSG00000033857,,,,,,N-glycan metabolism,,,,
3075,,MMRNR04786,R_HMR_7576,"de-Fuc, GlcNAc removed PA6 (wo peptide linkage)[l] + 2 H2O[l] => l2n2m2mn[l] + 2 N-acetylneuraminate[l]",,ENSMUSG00000007038 or ENSMUSG00000017760 or ENSMUSG00000035239 or ENSMUSG00000045594 or ENSMUSG00000079434,,,,,,N-glycan metabolism,,,,
3076,,MMRNR04787,R_HMR_7577,2 H2O[l] + l2n2m2mn[l] => 2 galactose[l] + n2m2mn[l],,ENSMUSG00000007038 or ENSMUSG00000015027 or ENSMUSG00000017760 or ENSMUSG00000045594,,,,,,N-glycan metabolism,,,,
3077,,MMRNR04788,R_HMR_7578,2 H2O[l] + n2m2mn[l] => (alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine[l] + 2 N-acetylglucosamine[l],,ENSMUSG00000021665 or ENSMUSG00000025232 or ENSMUSG00000039307,,,,,,N-glycan metabolism,,,,
3078,,MMRNR04789,R_HMR_7580,H2O[s] + PA6[s] => 6-deoxy-L-galactose[s] + de-Fuc form of PA6[s],,ENSMUSG00000019810 or ENSMUSG00000028673,,,,,,N-glycan metabolism,,,,
3079,,MMRNR04790,R_HMR_7582,H2O[l] + PA6[l] => 6-deoxy-L-galactose[l] + de-Fuc form of PA6[l],,ENSMUSG00000019810 or ENSMUSG00000028673,,,,,,N-glycan metabolism,,,,
3080,,MMRNR04791,R_HMR_7585,H2O[l] + n2m2nmasn[l] => n2m2nm[l],,ENSMUSG00000031521,,,,,,N-glycan metabolism,,,,
3081,,MMRNR04792,R_HMR_7586,H2O[l] + n2m2nm[l] => N-acetylglucosamine[l] + n2m2nmn[l],,ENSMUSG00000033857,,,,,,N-glycan metabolism,,,,
3082,,MMRNR04793,R_HMR_7587,3 H2O[l] + n2m2nmn[l] => (alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine[l] + 3 N-acetylglucosamine[l],,ENSMUSG00000021665 or ENSMUSG00000025232 or ENSMUSG00000039307,,,,,,N-glycan metabolism,,,,
3083,,MMRNR04794,R_HMR_8691,dolichyl-diphosphate[r] + H2O[r] => dolichyl-phosphate[r] + Pi[r],,ENSMUSG00000026856,,,,,,N-glycan metabolism,,,,
3084,,MMRNR04796,R_HMR_8693,n2m2masn[g] + UDP-N-acetylglucosamine[g] => n3m2masn[g] + UDP[g],,ENSMUSG00000026110 or ENSMUSG00000036620,,,,,,N-glycan metabolism,,,,
3085,,MMRNR04797,R_HMR_8694,n3m2masn[g] + UDP-N-acetylglucosamine[g] => n4m2masn[g] + UDP[g],,ENSMUSG00000036155,,,,,,N-glycan metabolism,,,,
3086,,MMRNR04800,Dolichyl-Phosphate-Glucose-Glycolipid Alpha-Glucosyltransferase (Liver),0.1 dolichyl-D-glucosyl-phosphate[r] + 0.1 G10598[r] => 0.1 dolichyl-phosphate[r] + 0.1 G10599[r] + H+[r],2.7.1.108,ENSMUSG00000073792,,,,,,N-glycan metabolism,,,,
3087,,MMRNR04804,"Beta-N-Acetylglucosaminylglycopeptide Beta-1, 4-Galactosyltransferase",fn2m2masn[g] + 2 UDP-galactose[g] => 2 H+[g] + l2fn2m2masn[g] + 2 UDP[g],2.4.1.38,ENSMUSG00000017929 or ENSMUSG00000028413 or ENSMUSG00000056124,,,,,,N-glycan metabolism,,,,
3088,,MMRNR04805,"Alpha-1, 3-Mannosyl-Glycoprotein 2-Beta-N-Acetylglucosaminyltransferase",(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g] + UDP-N-acetylglucosamine[g] => H+[g] + nm4masn[g] + UDP[g],2.4.1.101,ENSMUSG00000020346,,,,,,N-glycan metabolism,,,,
3089,,MMRNR04806,"Alpha-1, 3-Mannosyl-Glycoprotein 4-Beta-N-Acetylglucosaminyltransferase",n2m2masn[g] + UDP-N-acetylglucosamine[g] => H+[g] + n3m2masn[g] + UDP[g],2.4.1.145,ENSMUSG00000026110 or ENSMUSG00000036620,,,,,,N-glycan metabolism,,,,
3090,,MMRNR04808,"Alpha-1, 6-Mannosyl-Glycoprotein 6-Beta-N-Acetylglucosaminyltransferase",n3m2masn[g] + UDP-N-acetylglucosamine[g] => H+[g] + n4m2masn[g] + UDP[g],2.4.1.155,ENSMUSG00000036155,,,,,,N-glycan metabolism,,,,
3091,,MMRNR04809,"Alpha-1, 6-Mannosyl-Glycoprotein 2-Beta-N-Acetylglucosaminyltransferase",nm2masn[g] + UDP-N-acetylglucosamine[g] => H+[g] + n2m2masn[g] + UDP[g],2.4.1.143,ENSMUSG00000043998,,,,,,N-glycan metabolism,,,,
3092,,MMRNR04810,"Mannosyl-Oligosaccharide Glucosidase, Endoplasmic Reticulum",(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + H2O[r] => (alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r] + glucose[r],3.2.1.106,ENSMUSG00000030036,,,,,,N-glycan metabolism,,,,
3093,,MMRNR04812,Nicotinamide-Nucleotide Adenylyltransferase,ATP[c] + H+[c] + nicotinamide D-ribonucleotide[c] <=> NAD+[c] + PPi[c],2.7.4.6,ENSMUSG00000032456,,,,,,NAD metabolism,,,,
3094,,MMRNR04816,Nicotinamide N-Methyltransferase,nicotinamide[c] + SAM[c] => 1-methylnicotinamide[c] + SAH[c],2.1.1.1,ENSMUSG00000032271,,,,,,NAD metabolism,,,,
3095,,MMRNR04818,Nicotinate D-Ribonucleotide:Pyrophosphate Phosphoribosyltransferase,nicotinate ribonucleotide[c] + PPi[c] <=> H+[c] + Nicotinate[c] + PRPP[c],2.4.2.11,ENSMUSG00000022574 or ENSMUSG00000030674,,,,,,NAD metabolism,,,,
3096,,MMRNR04819,Deamino-NAD+ Nucleotidohydrolase,deamido-NAD[c] + H2O[c] <=> AMP[c] + 2 H+[c] + nicotinate ribonucleotide[c],3.6.1.9,ENSMUSG00000019989 or ENSMUSG00000024228 or ENSMUSG00000037370,,,,,,NAD metabolism,,,,
3097,,MMRNR04821,Nicotinate-Nucleotide Adenylyltransferase,ATP[c] + H+[c] + nicotinate ribonucleotide[c] => deamido-NAD[c] + PPi[c],2.7.7.18,ENSMUSG00000032456,,,,,,NAD metabolism,,,,
3098,,MMRNR04822,Nicotinate-Nucleotide Diphosphorylase (Carboxylating),2 H+[c] + PRPP[c] + quinolinate[c] => CO2[c] + nicotinate ribonucleotide[c] + PPi[c],,ENSMUSG00000030674,,,,,,NAD metabolism,,,,
3099,,MMRNR04824,NAD Synthase (Glutamine-Hydrolysing),ATP[c] + deamido-NAD[c] + glutamine[c] + H2O[c] => AMP[c] + glutamate[c] + H+[c] + NAD+[c] + PPi[c],,ENSMUSG00000031090,,,,,,NAD metabolism,,,,
3100,,MMRNR04825,R_HMR_0712,isocitrate[p] + NADP+[p] => AKG[p] + CO2[p] + H+[p] + NADPH[p],,ENSMUSG00000025950,,,,,,NAD metabolism,,,,
3101,,MMRNR04827,R_HMR_4228,3-hydroxyanthranilate[c] + O2[c] => 2-amino-3-carboxymuconate semialdehyde[c],,ENSMUSG00000000673,,,,,,NAD metabolism,,,,
3102,,MMRNR04828,R_HMR_4251,H+[c] + PRPP[c] + quinolinate[c] => CO2[c] + nicotinate ribonucleotide[c] + PPi[c],,ENSMUSG00000030674,,,,,,NAD metabolism,,,,
3103,,MMRNR04829,R_HMR_4252,H2O[c] + nicotinate ribonucleotide[c] => nicotinate D-ribonucleoside[c] + Pi[c],,ENSMUSG00000017176 or ENSMUSG00000020736 or ENSMUSG00000025041 or ENSMUSG00000029780 or ENSMUSG00000032420 or ENSMUSG00000032561 or ENSMUSG00000032615,,,,,,NAD metabolism,,,,
3104,,MMRNR04830,R_HMR_4253,ATP[c] + nicotinate D-ribonucleoside[c] => ADP[c] + nicotinate ribonucleotide[c],,ENSMUSG00000037847,,,,,,NAD metabolism,,,,
3105,,MMRNR04831,R_HMR_4255,deamido-NAD[c] + H2O[c] => AMP[c] + nicotinate ribonucleotide[c],,ENSMUSG00000019989 or ENSMUSG00000024228 or ENSMUSG00000037370,,,,,,NAD metabolism,,,,
3106,,MMRNR04832,R_HMR_4257,ATP[c] + nicotinate ribonucleotide[c] <=> deamido-NAD[c] + PPi[c],,ENSMUSG00000028992 or ENSMUSG00000032456,,,,,,NAD metabolism,,,,
3107,,MMRNR04834,R_HMR_4260,ATP[c] + deamido-NAD[c] + glutamine[c] + H2O[c] => AMP[c] + glutamate[c] + NAD+[c] + PPi[c],,ENSMUSG00000031090,,,,,,NAD metabolism,,,,
3108,,MMRNR04835,R_HMR_4261,ATP[c] + deamido-NAD[c] + NH3[c] => AMP[c] + NAD+[c] + PPi[c],,ENSMUSG00000031090,,,,,,NAD metabolism,,,,
3109,,MMRNR04836,R_HMR_4262,nicotinamide D-ribonucleotide[c] + PPi[c] <=> nicotinamide[c] + PRPP[c],,ENSMUSG00000020572,,,,,,NAD metabolism,,,,
3110,,MMRNR04837,R_HMR_4263,H2O[c] + NAD+[c] => AMP[c] + H+[c] + nicotinamide D-ribonucleotide[c],,ENSMUSG00000024228,,,,,,NAD metabolism,,,,
3111,,MMRNR04838,R_HMR_4264,H+[c] + H2O[c] + nicotinamide D-ribonucleotide[c] => nicotinamide ribonucleoside[c] + Pi[c],,ENSMUSG00000017176 or ENSMUSG00000020736 or ENSMUSG00000025041 or ENSMUSG00000029780 or ENSMUSG00000032420 or ENSMUSG00000032561 or ENSMUSG00000032615,,,,,,NAD metabolism,,,,
3112,,MMRNR04839,R_HMR_4265,ATP[c] + nicotinamide ribonucleoside[c] => ADP[c] + H+[c] + nicotinamide D-ribonucleotide[c],,ENSMUSG00000037847,,,,,,NAD metabolism,,,,
3113,,MMRNR04842,R_HMR_4269,ATP[c] + NAD+[c] => ADP[c] + NADP+[c],,ENSMUSG00000029063,,,,,,NAD metabolism,,,,
3114,,MMRNR04843,R_HMR_4270,H2O[c] + NADP+[c] => NAD+[c] + Pi[c],,ENSMUSG00000001348 or ENSMUSG00000028093 or ENSMUSG00000032561 or ENSMUSG00000037469 or ENSMUSG00000043587 or ENSMUSG00000044573,,,,,,NAD metabolism,,,,
3115,,MMRNR04844,R_HMR_4276,ATP[n] + nicotinate ribonucleotide[n] <=> deamido-NAD[n] + PPi[n],,ENSMUSG00000028992,,,,,,NAD metabolism,,,,
3116,,MMRNR04845,R_HMR_4278,ATP[n] + deamido-NAD[n] + NH3[n] => AMP[n] + NAD+[n] + PPi[n],,ENSMUSG00000031090,,,,,,NAD metabolism,,,,
3117,,MMRNR04848,R_HMR_7142,H2O[s] + NAD+[s] => ADP-ribose[s] + H+[s] + nicotinamide[s],,ENSMUSG00000029084,,,,,,NAD metabolism,,,,
3118,,MMRNR04849,R_HMR_7143,H2O[c] + NAD+[c] => ADP-ribose[c] + H+[c] + nicotinamide[c],,ENSMUSG00000029084,,,,,,NAD metabolism,,,,
3119,,MMRNR04850,R_HMR_7627,H2O[c] + NADP+[c] => ADP-ribose-2-phosphate[c] + H+[c] + nicotinamide[c],,ENSMUSG00000029084,,,,,,NAD metabolism,,,,
3120,,MMRNR04851,R_HMR_8788,H2O[s] + NADP+[s] => ADP-ribose-2-phosphate[s] + H+[s] + nicotinamide[s],,ENSMUSG00000029084,,,,,,NAD metabolism,,,,
3121,,MMRNR04852,R_HMR_7676,H+[c] + nicotinamide[c] + SAM[c] => 1-methylnicotinamide[c] + SAH[c],,ENSMUSG00000032271,,,,,,NAD metabolism,,,,
3122,,MMRNR04855,R_HMR_8790,ATP[n] + H+[n] + nicotinamide D-ribonucleotide[n] => NAD+[n] + PPi[n],,ENSMUSG00000028992,,,,,,NAD metabolism,,,,
3123,,MMRNR04856,R_HMR_5407,carbonate[s] => CO2[s] + H2O[s],,ENSMUSG00000000805 or ENSMUSG00000025317 or ENSMUSG00000027555 or ENSMUSG00000027556 or ENSMUSG00000027559 or ENSMUSG00000027562 or ENSMUSG00000028463 or ENSMUSG00000031373 or ENSMUSG00000032373 or ENSMUSG00000038526 or ENSMUSG00000041261,,,,,,Miscellaneous,,,,
3124,,MMRNR04857,"Adenylate Kinase, Mitochondrial",AMP[m] + ATP[m] <=> 2 ADP[m],2.7.4.3,ENSMUSG00000024782 or ENSMUSG00000026817 or ENSMUSG00000028527 or ENSMUSG00000028792 or ENSMUSG00000041323 or ENSMUSG00000052293 or ENSMUSG00000078941,,,,,,Nucleotide metabolism,,,,
3125,,MMRNR04859,Adentylate Kinase (GTP),AMP[m] + GTP[m] <=> ADP[m] + GDP[m],,ENSMUSG00000024782,,,,,,Nucleotide metabolism,,,,
3126,,MMRNR04861,ADPglucose Diphosphatase,ADP-glucose[c] + H2O[c] => AMP[c] + glucose-1-phosphate[c] + 2 H+[c],3.6.1.21,ENSMUSG00000025817,,,,,,Nucleotide metabolism,,,,
3127,,MMRNR04862,ADPmannose Diphosphatase,ADP-mannose[c] + H2O[c] => AMP[c] + 2 H+[c] + mannose-1-phosphate[c],3.6.1.21,ENSMUSG00000025817,,,,,,Nucleotide metabolism,,,,
3128,,MMRNR04865,Adenylosuccinate Lyase,adenylosuccinate[c] => AMP[c] + fumarate[c],4.3.2.2,ENSMUSG00000022407,,,,,,Nucleotide metabolism,,,,
