,#,ID,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE
1867,,dihydrolipoamide[m],dihydrolipoamide,,obo.chebi:CHEBI/17694,C8H17NOS2,,m,MMRNM2171m,
1868,,dihydrolipoylprotein[m],dihydrolipoylprotein,,obo.chebi:CHEBI/16194,C8H16NOS2R,,m,MMRNM2173m,-4.0
1869,,dimethylallyl-PP[c],dimethylallyl-PP,,obo.chebi:CHEBI/16057,C5H12O7P2,,c,MMRNM2177c,
1870,,dimethylglycine[c],dimethylglycine,,obo.chebi:CHEBI/17724,C4H9NO2,,c,MMRNM2179c,
1871,,dimethylglycine[m],dimethylglycine,,obo.chebi:CHEBI/17724,C4H9NO2,,m,MMRNM2179m,
1872,,dITP[c],dITP,,obo.chebi:CHEBI/28807,C10H15N4O13P3,,c,MMRNM2183c,
1873,,dITP[n],dITP,,obo.chebi:CHEBI/28807,C10H15N4O13P3,,n,MMRNM2183n,-1.0
1874,,dITP[s],dITP,,,C10H15N4O13P3,,s,MMRNM2183s,-1.0
1875,,docosahexaenoylcarnitine[c],docosahexaenoylcarnitine,,,C29H45NO4,,c,MMRNM2186c,-1.0
1876,,docosahexaenoylcarnitine[m],docosahexaenoylcarnitine,,,C29H45NO4,,m,MMRNM2186m,-1.0
1877,,docosahexaenoylcarnitine[r],docosahexaenoylcarnitine,,,C29H45NO4,,r,MMRNM2186r,-1.0
1878,,Docosanoic Acid[c],Docosanoic Acid,,hmdb/HMDB00944;kegg.compound/C08281;pubchem.compound/8215,,"1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H,23,24)/p-1",c,MMRNM2188c,-4.0
1879,,Docosanoyl Coenzyme A[c],Docosanoyl Coenzyme A,,kegg.compound/C16528;pubchem.compound/53481548,C43H74N7O17P3S,,c,MMRNM2189c,
1880,,docosanoyl-CoA[c],docosanoyl-CoA,,obo.chebi:CHEBI/65088,C43H78N7O17P3S,,c,MMRNM2190c,
1881,,docosanoyl-CoA[m],docosanoyl-CoA,,obo.chebi:CHEBI/65088,C43H78N7O17P3S,,m,MMRNM2190m,
1882,,docosanoyl-CoA[p],docosanoyl-CoA,,obo.chebi:CHEBI/65088,C43H78N7O17P3S,,p,MMRNM2190p,
1883,,docosanoyl-CoA[r],docosanoyl-CoA,,obo.chebi:CHEBI/65088,C43H78N7O17P3S,,r,MMRNM2190r,
1884,,docosanoylcarnitine[c],docosanoylcarnitine,,,C29H57NO4,,c,MMRNM2191c,
1885,,docosanoylcarnitine[m],docosanoylcarnitine,,,C29H57NO4,,m,MMRNM2191m,
1886,,docosenoylcarnitine(11)[c],docosenoylcarnitine(11),,,C29H55NO4,,c,MMRNM2192c,
1887,,docosenoylcarnitine(11)[m],docosenoylcarnitine(11),,,C29H55NO4,,m,MMRNM2192m,
1888,,docosenoylcarnitine[c],docosenoylcarnitine,,,C29H55NO4,,c,MMRNM2193c,
1889,,docosenoylcarnitine[m],docosenoylcarnitine,,,C29H55NO4,,m,MMRNM2193m,
1890,,docosenoylcarnitine[r],docosenoylcarnitine,,,C29H55NO4,,r,MMRNM2193r,
1891,,dodecanoyl-[ACP][c],dodecanoyl-[ACP],,kegg.compound/C05223,C12H23OSR,,c,MMRNM2197c,-1.0
1892,,dodecanoylcarnitine[c],dodecanoylcarnitine,,,C19H37NO4,,c,MMRNM2198c,
1893,,dodecanoylcarnitine[m],dodecanoylcarnitine,,,C19H37NO4,,m,MMRNM2198m,
1894,,dolichol[c],dolichol,,obo.chebi:CHEBI/16091,C20H36O(C5H8)n,,c,MMRNM2200c,
1895,,dolichol[r],dolichol,,obo.chebi:CHEBI/16091,C20H36O(C5H8)n,,r,MMRNM2200r,
1896,,dolichyl-D-glucosyl-phosphate[r],dolichyl-D-glucosyl-phosphate,,obo.chebi:CHEBI/15812,C26H47O9P(C5H8)n,,r,MMRNM2201r,0.0
1897,,dolichyl-diphosphate[r],dolichyl-diphosphate,,obo.chebi:CHEBI/15750,C20H38O7P2(C5H8)n,,r,MMRNM2202r,
1898,,dolichyl-phosphate-D-mannose[c],dolichyl-phosphate-D-mannose,,obo.chebi:CHEBI/15809,C26H47O9P(C5H8)n,,c,MMRNM2203c,
1899,,dolichyl-phosphate-D-mannose[r],dolichyl-phosphate-D-mannose,,obo.chebi:CHEBI/15809,C26H47O9P(C5H8)n,,r,MMRNM2203r,
1900,,dolichyl-phosphate[c],dolichyl-phosphate,,obo.chebi:CHEBI/16214,C20H37O4P(C5H8)n,,c,MMRNM2204c,
1901,,dolichyl-phosphate[r],dolichyl-phosphate,,obo.chebi:CHEBI/16214,C20H37O4P(C5H8)n,,r,MMRNM2204r,
1902,,dopamine-3-O-sulfate[c],dopamine-3-O-sulfate,,obo.chebi:CHEBI/37946,C8H11NO5S,,c,MMRNM2209c,
1903,,Dopamine[c],Dopamine,,hmdb/HMDB00073;kegg.compound/C03758;pubchem.compound/681,,"1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2/p+1",c,MMRNM2212c,
1904,,Dopamine[s],Dopamine,,hmdb/HMDB00073;kegg.compound/C03758;pubchem.compound/681,,"1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2/p+1",s,MMRNM2212s,
1905,,DPA[c],DPA,,obo.chebi:CHEBI/53488,C22H34O2,,c,MMRNM2214c,
1906,,DPA[r],DPA,,obo.chebi:CHEBI/53488,C22H34O2,,r,MMRNM2214r,
1907,,DPA[s],DPA,,obo.chebi:CHEBI/53488,C22H34O2,,s,MMRNM2214s,0.0
1908,,dTDP[c],dTDP,,obo.chebi:CHEBI/18075,C10H16N2O11P2,,c,MMRNM2219c,
1909,,dTDP[m],dTDP,,obo.chebi:CHEBI/18075,C10H16N2O11P2,,m,MMRNM2219m,
1910,,dTDP[n],dTDP,,obo.chebi:CHEBI/18075,C10H16N2O11P2,,n,MMRNM2219n,
1911,,dTMP[c],dTMP,,obo.chebi:CHEBI/17013,C10H15N2O8P,,c,MMRNM2220c,
1912,,dTMP[m],dTMP,,obo.chebi:CHEBI/17013,C10H15N2O8P,,m,MMRNM2220m,
1913,,dTTP[c],dTTP,,obo.chebi:CHEBI/18077,C10H17N2O14P3,,c,MMRNM2221c,0.0
1914,,dTTP[m],dTTP,,obo.chebi:CHEBI/18077,C10H17N2O14P3,,m,MMRNM2221m,
1915,,dTTP[n],dTTP,,obo.chebi:CHEBI/18077,C10H17N2O14P3,,n,MMRNM2221n,
1916,,dUDP[c],dUDP,,obo.chebi:CHEBI/28850,C9H14N2O11P2,,c,MMRNM2222c,
1917,,dUDP[m],dUDP,,obo.chebi:CHEBI/28850,C9H14N2O11P2,,m,MMRNM2222m,
1918,,dUDP[n],dUDP,,obo.chebi:CHEBI/28850,C9H14N2O11P2,,n,MMRNM2222n,
1919,,dUMP[c],dUMP,,obo.chebi:CHEBI/17622,C9H13N2O8P,,c,MMRNM2223c,
1920,,dUMP[m],dUMP,,obo.chebi:CHEBI/17622,C9H13N2O8P,,m,MMRNM2223m,
1921,,dUMP[n],dUMP,,obo.chebi:CHEBI/17622,C9H13N2O8P,,n,MMRNM2223n,
1922,,dUTP[c],dUTP,,obo.chebi:CHEBI/17625,C9H15N2O14P3,,c,MMRNM2224c,
1923,,dUTP[m],dUTP,,obo.chebi:CHEBI/17625,C9H15N2O14P3,,m,MMRNM2224m,
1924,,dUTP[n],dUTP,,obo.chebi:CHEBI/17625,C9H15N2O14P3,,n,MMRNM2224n,
1925,,ebastine[c],ebastine,,,C32H39NO2,,c,MMRNM2228c,
1926,,ebastine[r],ebastine,,obo.chebi:CHEBI/211060,C32H39NO2,,r,MMRNM2228r,
1927,,ebastine[s],ebastine,,,C32H39NO2,,s,MMRNM2228s,
1928,,edaravone[c],edaravone,,,C10H10N2O,,c,MMRNM2232c,
1929,,"eicosa-(2E,8Z,11Z,14Z,17Z)-pentaenoyl-CoA[c]","eicosa-(2E,8Z,11Z,14Z,17Z)-pentaenoyl-CoA",,,C41H64N7O17P3S,,c,MMRNM2233c,
1930,,"Eicosa-2E,8Z,11Z,14Z,17Z-Pentaenoyl Coenzyme A[r]","Eicosa-2E,8Z,11Z,14Z,17Z-Pentaenoyl Coenzyme A",,,C41H60N7O17P3S,,r,MMRNM2234r,
1931,,"Eicosa-5,8,11,14,17-All-Cis-Pentaenoyl Coenzyme A[p]","Eicosa-5,8,11,14,17-All-Cis-Pentaenoyl Coenzyme A",,kegg.compound/C16165;pubchem.compound/52922050,C41H60N7O17P3S,,p,MMRNM2235p,-4.0
1932,,eicosadienoylcarnitine[c],eicosadienoylcarnitine,,,C27H49NO4,,c,MMRNM2236c,-4.0
1933,,eicosadienoylcarnitine[m],eicosadienoylcarnitine,,,C27H49NO4,,m,MMRNM2236m,
1934,,eicosadienoylcarnitine[r],eicosadienoylcarnitine,,,C27H49NO4,,r,MMRNM2236r,
1935,,eicosanoate[c],eicosanoate,,obo.chebi:CHEBI/28822,C20H40O2,,c,MMRNM2237c,
1936,,eicosanoate[r],eicosanoate,,obo.chebi:CHEBI/28822,C20H40O2,,r,MMRNM2237r,
1937,,eicosanoate[s],eicosanoate,,obo.chebi:CHEBI/28822,C20H40O2,,s,MMRNM2237s,
1938,,eicosanoyl-CoA[c],eicosanoyl-CoA,,obo.chebi:CHEBI/15527,C41H74N7O17P3S,,c,MMRNM2238c,
1939,,eicosanoyl-CoA[m],eicosanoyl-CoA,,obo.chebi:CHEBI/15527,C41H74N7O17P3S,,m,MMRNM2238m,
1940,,eicosanoyl-CoA[p],eicosanoyl-CoA,,obo.chebi:CHEBI/15527,C41H74N7O17P3S,,p,MMRNM2238p,
1941,,eicosanoyl-CoA[r],eicosanoyl-CoA,,obo.chebi:CHEBI/15527,C41H74N7O17P3S,,r,MMRNM2238r,
1942,,eicosanoylcarnitine[c],eicosanoylcarnitine,,,C27H53NO4,,c,MMRNM2239c,
1943,,eicosanoylcarnitine[m],eicosanoylcarnitine,,,C27H53NO4,,m,MMRNM2239m,
1944,,eicosatrienoylcarnitine[c],eicosatrienoylcarnitine,,,C27H47NO4,,c,MMRNM2240c,0.0
1945,,eicosatrienoylcarnitine[m],eicosatrienoylcarnitine,,,C27H47NO4,,m,MMRNM2240m,0.0
1946,,eicosatrienoylcarnitine[r],eicosatrienoylcarnitine,,,C27H47NO4,,r,MMRNM2240r,-2.0
1947,,eicosenoylcarnitine(11)[c],eicosenoylcarnitine(11),,,C27H51NO4,,c,MMRNM2241c,-2.0
1948,,eicosenoylcarnitine(11)[m],eicosenoylcarnitine(11),,,C27H51NO4,,m,MMRNM2241m,
1949,,eicosenoylcarnitine(7)[c],eicosenoylcarnitine(7),,,C27H51NO4,,c,MMRNM2242c,
1950,,eicosenoylcarnitine(7)[m],eicosenoylcarnitine(7),,,C27H51NO4,,m,MMRNM2242m,
1951,,eicosenoylcarnitine(9)[c],eicosenoylcarnitine(9),,,C27H51NO4,,c,MMRNM2243c,
1952,,eicosenoylcarnitine(9)[m],eicosenoylcarnitine(9),,,C27H51NO4,,m,MMRNM2243m,
1953,,eicosenoylcarnitine(9)[r],eicosenoylcarnitine(9),,,C27H51NO4,,r,MMRNM2243r,
1954,,elaidate[c],elaidate,,obo.chebi:CHEBI/27997,C18H34O2,,c,MMRNM2244c,
1955,,elaidate[r],elaidate,,obo.chebi:CHEBI/27997,C18H34O2,,r,MMRNM2244r,-1.0
1956,,elaidate[s],elaidate,,obo.chebi:CHEBI/27997,C18H34O2,,s,MMRNM2244s,-1.0
1957,,em2emgacpail heparan sulfate[r],em2emgacpail heparan sulfate,,,C55H100N3O39P3R3,,r,MMRNM2247r,-1.0
1958,,em2emgacpail_prot heparan sulfate[r],em2emgacpail_prot heparan sulfate,,,C55H100N3O39P3R3X,,r,MMRNM2248r,0.0
1959,,em3gacpail heparan sulfate[r],em3gacpail heparan sulfate,,,C53H94N2O36P2R3,,r,MMRNM2249r,0.0
1960,,emem2gacpail heparan sulfate[r],emem2gacpail heparan sulfate,,,C55H100N3O39P3R3,,r,MMRNM2250r,0.0
1961,,emgacpail heparan sulfate[r],emgacpail heparan sulfate,,,C41H74N2O26P2R3,,r,MMRNM2251r,
1962,,EPA[c],EPA,,obo.chebi:CHEBI/28364,C20H30O2,,c,MMRNM2252c,
1963,,EPA[r],EPA,,obo.chebi:CHEBI/28364,C20H30O2,,r,MMRNM2252r,
1964,,EPA[s],EPA,,obo.chebi:CHEBI/28364,C20H30O2,,s,MMRNM2252s,
1965,,erythrose-4-phosphate[c],erythrose-4-phosphate,,obo.chebi:CHEBI/48153,C4H9O7P,,c,MMRNM2254c,
1966,,estradiol-17beta 3-glucuronide[c],estradiol-17beta 3-glucuronide,,obo.chebi:CHEBI/36489,C24H32O8,,c,MMRNM2255c,
1967,,estradiol-17beta 3-glucuronide[r],estradiol-17beta 3-glucuronide,,obo.chebi:CHEBI/36489,C24H32O8,,r,MMRNM2255r,
1968,,estradiol-17beta 3-glucuronide[s],estradiol-17beta 3-glucuronide,,obo.chebi:CHEBI/36489,C24H32O8,,s,MMRNM2255s,
1969,,estradiol-17beta[c],estradiol-17beta,,obo.chebi:CHEBI/16469,C18H24O2,,c,MMRNM2256c,
1970,,estradiol-17beta[r],estradiol-17beta,,obo.chebi:CHEBI/16469,C18H24O2,,r,MMRNM2256r,
1971,,estriol[c],estriol,,obo.chebi:CHEBI/27974,C18H24O3,,c,MMRNM2257c,
1972,,estriol[r],estriol,,obo.chebi:CHEBI/27974,C18H24O3,,r,MMRNM2257r,
1973,,estriol[s],estriol,,,C18H24O3,,s,MMRNM2257s,
1974,,estrone 3-sulfate[c],estrone 3-sulfate,,obo.chebi:CHEBI/17474,C18H22O5S,,c,MMRNM2258c,0.0
1975,,estrone 3-sulfate[s],estrone 3-sulfate,,obo.chebi:CHEBI/17474,C18H22O5S,,s,MMRNM2258s,0.0
1976,,estrone-glucuronide[c],estrone-glucuronide,,obo.chebi:CHEBI/28919,C24H30O8,,c,MMRNM2263c,0.0
1977,,estrone-glucuronide[r],estrone-glucuronide,,obo.chebi:CHEBI/28919,C24H30O8,,r,MMRNM2263r,
1978,,estrone-glucuronide[s],estrone-glucuronide,,obo.chebi:CHEBI/28919,C24H30O8,,s,MMRNM2263s,
1979,,estrone[c],estrone,,obo.chebi:CHEBI/17263,C18H22O2,,c,MMRNM2264c,
1980,,estrone[r],estrone,,obo.chebi:CHEBI/17263,C18H22O2,,r,MMRNM2264r,
1981,,ethanol[c],ethanol,,obo.chebi:CHEBI/16236,C2H6O,,c,MMRNM2265c,
1982,,ethanol[p],ethanol,,obo.chebi:CHEBI/16236,C2H6O,,p,MMRNM2265p,
1983,,ethanol[s],ethanol,,,C2H6O,,s,MMRNM2265s,
1984,,ethanolamine-phosphate[c],ethanolamine-phosphate,,obo.chebi:CHEBI/17553,C2H8NO4P,,c,MMRNM2266c,
1985,,ethanolamine-phosphate[r],ethanolamine-phosphate,,obo.chebi:CHEBI/17553,C2H8NO4P,,r,MMRNM2266r,
1986,,ethanolamine[c],ethanolamine,,obo.chebi:CHEBI/16000,C2H7NO,,c,MMRNM2267c,
1987,,etiocholan-3alpha-ol-17-one 3-glucuronide[c],etiocholan-3alpha-ol-17-one 3-glucuronide,,obo.chebi:CHEBI/37451,C25H38O8,,c,MMRNM2269c,
1988,,etiocholan-3alpha-ol-17-one 3-glucuronide[r],etiocholan-3alpha-ol-17-one 3-glucuronide,,obo.chebi:CHEBI/37451,C25H38O8,,r,MMRNM2269r,
1989,,etiocholan-3alpha-ol-17-one 3-glucuronide[s],etiocholan-3alpha-ol-17-one 3-glucuronide,,obo.chebi:CHEBI/37451,C25H38O8,,s,MMRNM2269s,
1990,,etiocholanolone[r],etiocholanolone,,obo.chebi:CHEBI/28195,C19H30O2,,r,MMRNM2270r,
1991,,F1alpha[l],F1alpha,,,C22H37N2O15X,,l,MMRNM2272l,
1992,,FAD[c],FAD,,obo.chebi:CHEBI/16238,C27H33N9O15P2,,c,MMRNM2273c,
1993,,FAD[m],FAD,,obo.chebi:CHEBI/16238,C27H33N9O15P2,,m,MMRNM2273m,
1994,,FAD[p],FAD,,obo.chebi:CHEBI/16238,C27H33N9O15P2,,p,MMRNM2273p,
1995,,FAD[r],FAD,,obo.chebi:CHEBI/16238,C27H33N9O15P2,,r,MMRNM2273r,
1996,,FAD[s],FAD,,obo.chebi:CHEBI/16238,C27H33N9O15P2,,s,MMRNM2273s,
1997,,FADH2[c],FADH2,,obo.chebi:CHEBI/17877,C27H35N9O15P2,,c,MMRNM2274c,
1998,,FADH2[m],FADH2,,obo.chebi:CHEBI/17877,C27H35N9O15P2,,m,MMRNM2274m,
1999,,FADH2[p],FADH2,,obo.chebi:CHEBI/17877,C27H35N9O15P2,,p,MMRNM2274p,
2000,,FADH2[r],FADH2,,obo.chebi:CHEBI/17877,C27H35N9O15P2,,r,MMRNM2274r,
2001,,FAICAR[c],FAICAR,,obo.chebi:CHEBI/18381,C10H15N4O9P,,c,MMRNM2275c,
2002,,Farnesyl Diphosphate[r],Farnesyl Diphosphate,,hmdb/HMDB00961;kegg.compound/C00448;pubchem.compound/445713,,"1S/C15H28O7P2/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-21-24(19,20)22-23(16,17)18/h7,9,11H,5-6,8,10,12H2,1-4H3,(H,19,20)(H2,16,17,18)/p-3",r,MMRNM2276r,
2003,,farnesyl-PP[c],farnesyl-PP,,obo.chebi:CHEBI/17407,C15H28O7P2,,c,MMRNM2277c,
2004,,fatty acid-chylomicron pool[s],fatty acid-chylomicron pool,,,,,s,MMRNM2279s,
2005,,fatty acid-LD-PC pool[c],fatty acid-LD-PC pool,,,,,c,MMRNM2280c,
2006,,fatty acid-LD-PC pool[l],fatty acid-LD-PC pool,,,,,l,MMRNM2280l,
2007,,fatty acid-LD-PE pool[c],fatty acid-LD-PE pool,,,,,c,MMRNM2281c,
2008,,fatty acid-LD-PI pool[c],fatty acid-LD-PI pool,,,,,c,MMRNM2282c,-1.0
2009,,fatty acid-LD-PS pool[c],fatty acid-LD-PS pool,,,,,c,MMRNM2283c,0.0
2010,,fatty acid-LD-SM pool[c],fatty acid-LD-SM pool,,,,,c,MMRNM2284c,
2011,,fatty acid-LD-TG1 pool[c],fatty acid-LD-TG1 pool,,,,,c,MMRNM2285c,
2012,,fatty acid-LD-TG1 pool[l],fatty acid-LD-TG1 pool,,,,,l,MMRNM2285l,
2013,,fatty acid-LD-TG2 pool[c],fatty acid-LD-TG2 pool,,,,,c,MMRNM2286c,
2014,,fatty acid-LD-TG3 pool[c],fatty acid-LD-TG3 pool,,,,,c,MMRNM2287c,
2015,,fatty acid-VLDL pool[s],fatty acid-VLDL pool,,,,,s,MMRNM2291s,
2016,,Fe2+[c],Fe2+,,obo.chebi:CHEBI/29033,Fe,,c,MMRNM2292c,
2017,,Fe2+[m],Fe2+,,obo.chebi:CHEBI/29033,Fe,,m,MMRNM2292m,
2018,,Fe2+[s],Fe2+,,obo.chebi:CHEBI/29033,Fe,,s,MMRNM2292s,
2019,,Fe3+[c],Fe3+,,obo.chebi:CHEBI/29034,Fe,,c,MMRNM2293c,
2020,,Fe3+[s],Fe3+,,obo.chebi:CHEBI/29034,Fe,,s,MMRNM2293s,
2021,,Ferricytochrome B5[c],Ferricytochrome B5,,kegg.compound/C00996,X,,c,MMRNM2295c,
2022,,ferricytochrome C[m],ferricytochrome C,,obo.chebi:CHEBI/15991,C42H54FeN8O6S2,,m,MMRNM2296m,
2023,,ferrocytochrome B5[c],ferrocytochrome B5,,,RH,,c,MMRNM2297c,
2024,,ferrocytochrome C[m],ferrocytochrome C,,obo.chebi:CHEBI/16928,C42H54FeN8O6S2,,m,MMRNM2298m,
2025,,Flavin Mononucleotide[s],Flavin Mononucleotide,,kegg.compound/C00061;pubchem.compound/643976,,"1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)/p-2/t11-,12+,14-/m0/s1",s,MMRNM2301s,
2026,,FMN[c],FMN,,obo.chebi:CHEBI/17621,C17H21N4O9P,,c,MMRNM2303c,
2027,,fn2m2masn[g],fn2m2masn,,obo.chebi:CHEBI/32984,C56H93N4O39X,,g,MMRNM2304g,-1.0
2028,,folate[c],folate,,obo.chebi:CHEBI/27470,C19H19N7O6,,c,MMRNM2305c,
2029,,folate[m],folate,,,C19H19N7O6,,m,MMRNM2305m,
2030,,folate[s],folate,,obo.chebi:CHEBI/27470,C19H19N7O6,,s,MMRNM2305s,
2031,,formaldehyde[c],formaldehyde,,obo.chebi:CHEBI/16842,CH2O,,c,MMRNM2306c,
2032,,formaldehyde[l],formaldehyde,,obo.chebi:CHEBI/16842,CH2O,,l,MMRNM2306l,
2033,,formaldehyde[m],formaldehyde,,obo.chebi:CHEBI/16842,CH2O,,m,MMRNM2306m,
2034,,formaldehyde[p],formaldehyde,,obo.chebi:CHEBI/16842,CH2O,,p,MMRNM2306p,
2035,,formamidopyrimidine nucleoside triphosphate[c],formamidopyrimidine nucleoside triphosphate,,kegg.compound/C05922,C10H18N5O15P3,,c,MMRNM2307c,
2036,,formamidopyrimidine nucleoside triphosphate[n],formamidopyrimidine nucleoside triphosphate,,kegg.compound/C05922,C10H18N5O15P3,,n,MMRNM2307n,
2037,,formate[c],formate,,obo.chebi:CHEBI/30751,CH2O2,,c,MMRNM2308c,
2038,,formate[m],formate,,obo.chebi:CHEBI/30751,CH2O2,,m,MMRNM2308m,0.0
2039,,formate[n],formate,,obo.chebi:CHEBI/30751,CH2O2,,n,MMRNM2308n,0.0
2040,,formate[r],formate,,obo.chebi:CHEBI/30751,CH2O2,,r,MMRNM2308r,0.0
2041,,formate[s],formate,,obo.chebi:CHEBI/30751,CH2O2,,s,MMRNM2308s,
2042,,formyl-CoA[c],formyl-CoA,,,C22H36N7O17P3S,,c,MMRNM2310c,
2043,,formyl-CoA[p],formyl-CoA,,obo.chebi:CHEBI/15522,C22H36N7O17P3S,,p,MMRNM2310p,
2044,,formylanthranilate[c],formylanthranilate,,obo.chebi:CHEBI/36575,C8H7NO3,,c,MMRNM2313c,
2045,,formylglutathione[c],formylglutathione,,obo.chebi:CHEBI/16225,C11H17N3O7S,,c,MMRNM2314c,-4.0
2046,,"fructose-1,6-bisphosphate[c]","fructose-1,6-bisphosphate",,obo.chebi:CHEBI/16905,C6H14O12P2,,c,MMRNM2316c,-4.0
2047,,"fructose-2,6-bisphosphate[c]","fructose-2,6-bisphosphate",,obo.chebi:CHEBI/28602,C6H14O12P2,,c,MMRNM2317c,-4.0
2048,,fructose-6-phosphate[c],fructose-6-phosphate,,obo.chebi:CHEBI/15946,C6H13O9P,,c,MMRNM2319c,-4.0
2049,,fructose[c],fructose,,obo.chebi:CHEBI/15824,C6H12O6,,c,MMRNM2320c,-4.0
2050,,fructose[s],fructose,,obo.chebi:CHEBI/15824,C6H12O6,,s,MMRNM2320s,-4.0
2051,,fucfuc132galacglcgal14acglcgalgluside heparan sulfate[g],fucfuc132galacglcgal14acglcgalgluside heparan sulfate,,,C71H122N3O41R,,g,MMRNM2326g,
2052,,fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g],fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate,,,C91H155N4O55R,,g,MMRNM2327g,0.0
2053,,fucfucfucgalacglcgal14acglcgalgluside heparan sulfate[g],fucfucfucgalacglcgal14acglcgalgluside heparan sulfate,,,C77H132N3O45R,,g,MMRNM2328g,0.0
2054,,fucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g],fucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate,,,C85H145N4O51R,,g,MMRNM2329g,-4.0
2055,,fucfucgalacglcgal14acglcgalgluside heparan sulfate[g],fucfucgalacglcgal14acglcgalgluside heparan sulfate,,,C71H122N3O41R,,g,MMRNM2330g,-4.0
2056,,fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[g],fucgalacglc13galacglcgal14acglcgalgluside heparan sulfate,,,C79H135N4O47R,,g,MMRNM2333g,-4.0
2057,,fumarate[c],fumarate,,obo.chebi:CHEBI/18012,C4H4O4,,c,MMRNM2335c,
2058,,fumarate[m],fumarate,,obo.chebi:CHEBI/18012,C4H4O4,,m,MMRNM2335m,-4.0
2059,,fumarylacetoacetate[c],fumarylacetoacetate,,obo.chebi:CHEBI/30907,C8H8O6,,c,MMRNM2336c,
2060,,G00005[c],G00005,,kegg.compound/G00005,(GlcNAc)2(Man)3(PP-Dol)1,,c,MMRNM2338c,
2061,,G00006[c],G00006,,kegg.compound/C05864,C71H122N2O42P2,,c,MMRNM2339c,
2062,,G00006[r],G00006,,kegg.compound/C05864,C71H122N2O42P2,,r,MMRNM2339r,
2063,,G00007[r],G00007,,kegg.compound/G00007,(GlcNAc)2(Man)9(PP-Dol)1,,r,MMRNM2340r,
2064,,G00020[g],G00020,,kegg.compound/G00020,(GlcNAc)5(Man)3(Asn)1,,g,MMRNM2341g,
2065,,G00021[g],G00021,,kegg.compound/G00021,(GlcNAc)6(Man)3(Asn)1,,g,MMRNM2342g,
2066,,G00031[g],G00031,,kegg.compound/G00031,(GalNAc)1(GlcNAc)1(Ser/Thr)1,,g,MMRNM2345g,
2067,,G00032[g],G00032,,kegg.compound/G00032,(Gal)1(GalNAc)1(GlcNAc)1(Ser/Thr)1,,g,MMRNM2347g,
2068,,G00077[c],G00077,,kegg.compound/G00077,(Gal)3(Glc)1(GlcNAc)3(Cer)1,,c,MMRNM2354c,
2069,,G00077[g],G00077,,kegg.compound/G00077,(Gal)3(Glc)1(GlcNAc)3(Cer)1,,g,MMRNM2354g,
2070,,G00081[c],G00081,,kegg.compound/G00081,(Gal)3(Glc)1(GlcNAc)2(LFuc)2(Cer)1,,c,MMRNM2357c,
2071,,G00082[c],G00082,,kegg.compound/G00082,(Gal)3(Glc)1(GlcNAc)2(LFuc)3(Cer)1,,c,MMRNM2359c,
2072,,G00084[c],G00084,,kegg.compound/G00084,(Gal)4(Glc)1(GlcNAc)3(LFuc)1(Cer)1,,c,MMRNM2361c,
2073,,G00085[c],G00085,,kegg.compound/G00085,(Gal)4(Glc)1(GlcNAc)3(LFuc)2(Cer)1,,c,MMRNM2362c,
2074,,G00086[c],G00086,,kegg.compound/G00086,(Gal)4(Glc)1(GlcNAc)3(LFuc)3(Cer)1,,c,MMRNM2364c,
2075,,G10526[c],G10526,,kegg.compound/G10526,(GlcNAc)2(Man)4(PP-Dol)1,,c,MMRNM2365c,
2076,,G10595[r],G10595,,kegg.compound/G10595,(GlcNAc)2(Man)6(PP-Dol)1,,r,MMRNM2366r,
2077,,G10596[r],G10596,,kegg.compound/G10596,(GlcNAc)2(Man)7(PP-Dol)1,,r,MMRNM2367r,
2078,,G10597[r],G10597,,kegg.compound/G10597,(GlcNAc)2(Man)8(PP-Dol)1,,r,MMRNM2368r,
2079,,G10598[r],G10598,,kegg.compound/G10598,(Glc)1(GlcNAc)2(Man)9(PP-Dol)1,,r,MMRNM2369r,
2080,,G10599[r],G10599,,kegg.compound/G10599,(Glc)2(GlcNAc)2(Man)9(PP-Dol)1,,r,MMRNM2370r,
2081,,GA1[c],GA1,,kegg.compound/C06136,C45H79N2O23R,,c,MMRNM2371c,
2082,,GA1[g],GA1,,kegg.compound/C06136,C45H79N2O23R,,g,MMRNM2371g,0.0
2083,,GA2[c],GA2,,obo.chebi:CHEBI/27731,C39H69N2O18R,,c,MMRNM2372c,0.0
