MMRN_index,#,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE,rxnKEGGID,rxnMetaNetXID,rxnREACTOMEID,rxnRheaID,rxnRheaMasterID,rxnBiGGID,rxnRheaFinal,rxnSBOTerms,ECNumber,RetiredID
MMRNR04976,,R_HMR_7881,ADP[n] + dITP[n] <=> ATP[n] + dIDP[n],,ENSMUSG00000037601 or ENSMUSG00000020857,,,,,kegg.reaction/R03530;bigg.reaction/NDPK10n;vmhreaction/NDPK10n;metanetx.reaction/MNXR101934;rhea/30942;rhea/30939;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R03530,MNXR101934,nan,RHEA:30942,RHEA:30939,NDPK10n,30942; 30939,SBO:0000176,2.7.4.6,HMR_7881
MMRNR04977,,R_HMR_7882,ADP[n] + GTP[n] <=> ATP[n] + GDP[n],,ENSMUSG00000037601 or ENSMUSG00000020857,,,,,kegg.reaction/R00330;bigg.reaction/NDPK1n;vmhreaction/NDPK1n;metanetx.reaction/MNXR96119;rhea/27689;rhea/27686;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R00330,MNXR96119,nan,RHEA:27689,RHEA:27686,NDPK1n,27689; 27686,SBO:0000176,2.7.4.6,HMR_7882
MMRNR04978,,R_HMR_7883,ADP[m] + UTP[m] <=> ATP[m] + UDP[m],,ENSMUSG00000024177,,,,,kegg.reaction/R00156;bigg.reaction/NDPK2m;vmhreaction/NDPK2m;metanetx.reaction/MNXR101935;rhea/25101;rhea/25098;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R00156,MNXR101935,nan,RHEA:25101,RHEA:25098,NDPK2m,25101; 25098,SBO:0000176,2.7.4.6,HMR_7883
MMRNR04979,,R_HMR_7884,ADP[n] + UTP[n] <=> ATP[n] + UDP[n],,ENSMUSG00000037601 or ENSMUSG00000020857,,,,,kegg.reaction/R00156;bigg.reaction/NDPK2n;vmhreaction/NDPK2n;metanetx.reaction/MNXR101935;rhea/25101;rhea/25098;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R00156,MNXR101935,nan,RHEA:25101,RHEA:25098,NDPK2n,25101; 25098,SBO:0000176,2.7.4.6,HMR_7884
MMRNR04980,,R_HMR_7885,ADP[n] + CTP[n] <=> ATP[n] + CDP[n],,ENSMUSG00000037601 or ENSMUSG00000020857,,,,,kegg.reaction/R00570;bigg.reaction/NDPK3n;vmhreaction/NDPK3n;metanetx.reaction/MNXR101936;rhea/25240;rhea/25237;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R00570,MNXR101936,nan,RHEA:25240,RHEA:25237,NDPK3n,25240; 25237,SBO:0000176,2.7.4.6,HMR_7885
MMRNR04981,,R_HMR_7886,ADP[m] + dTTP[m] <=> ATP[m] + dTDP[m],,ENSMUSG00000024177,,,,,kegg.reaction/R02093;bigg.reaction/NDPK4m;vmhreaction/NDPK4m;metanetx.reaction/MNXR101937;rhea/27685;rhea/27682;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R02093,MNXR101937,nan,RHEA:27685,RHEA:27682,NDPK4m,27685; 27682,SBO:0000176,2.7.4.6,HMR_7886
MMRNR04982,,R_HMR_7887,ADP[n] + dTTP[n] <=> ATP[n] + dTDP[n],,ENSMUSG00000037601 or ENSMUSG00000020857,,,,,kegg.reaction/R02093;bigg.reaction/NDPK4n;vmhreaction/NDPK4n;metanetx.reaction/MNXR101937;rhea/27685;rhea/27682;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R02093,MNXR101937,nan,RHEA:27685,RHEA:27682,NDPK4n,27685; 27682,SBO:0000176,2.7.4.6,HMR_7887
MMRNR04983,,R_HMR_7888,ADP[n] + dGTP[n] <=> ATP[n] + dGDP[n],,ENSMUSG00000037601 or ENSMUSG00000020857,,,,,kegg.reaction/R01857;bigg.reaction/NDPK5n;vmhreaction/NDPK5n;metanetx.reaction/MNXR96118;rhea/27693;rhea/27690;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R01857,MNXR96118,nan,RHEA:27693,RHEA:27690,NDPK5n,27693; 27690,SBO:0000176,2.7.4.6,HMR_7888
MMRNR04984,,R_HMR_7889,ADP[n] + dUTP[n] <=> ATP[n] + dUDP[n],,ENSMUSG00000037601 or ENSMUSG00000020857,,,,,kegg.reaction/R02331;bigg.reaction/NDPK6n;vmhreaction/NDPK6n;metanetx.reaction/MNXR101938;rhea/28585;rhea/28582;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R02331,MNXR101938,nan,RHEA:28585,RHEA:28582,NDPK6n,28585; 28582,SBO:0000176,2.7.4.6,HMR_7889
MMRNR04985,,R_HMR_7890,ADP[m] + dCTP[m] <=> ATP[m] + dCDP[m],,ENSMUSG00000024177,,,,,kegg.reaction/R02326;bigg.reaction/NDPK7m;vmhreaction/NDPK7m;metanetx.reaction/MNXR101939;rhea/27681;rhea/27678;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R02326,MNXR101939,nan,RHEA:27681,RHEA:27678,NDPK7m,27681; 27678,SBO:0000176,2.7.4.6,HMR_7890
MMRNR04986,,R_HMR_7891,ADP[n] + dCTP[n] <=> ATP[n] + dCDP[n],,ENSMUSG00000037601 or ENSMUSG00000020857,,,,,kegg.reaction/R02326;bigg.reaction/NDPK7n;vmhreaction/NDPK7n;metanetx.reaction/MNXR101939;rhea/27681;rhea/27678;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R02326,MNXR101939,nan,RHEA:27681,RHEA:27678,NDPK7n,27681; 27678,SBO:0000176,2.7.4.6,HMR_7891
MMRNR04987,,R_HMR_7892,ADP[n] + dATP[n] <=> ATP[n] + dADP[n],,ENSMUSG00000037601 or ENSMUSG00000020857,,,,,kegg.reaction/R01137;bigg.reaction/NDPK8n;vmhreaction/NDPK8n;metanetx.reaction/MNXR101940;rhea/27677;rhea/27674;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R01137,MNXR101940,nan,RHEA:27677,RHEA:27674,NDPK8n,27677; 27674,SBO:0000176,2.7.4.6,HMR_7892
MMRNR04988,,R_HMR_7893,ADP[n] + ITP[n] <=> ATP[n] + IDP[n],,ENSMUSG00000037601 or ENSMUSG00000020857,,,,,kegg.reaction/R00722;bigg.reaction/NDPK9n;vmhreaction/NDPK9n;metanetx.reaction/MNXR101941;rhea/30350;rhea/30347;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R00722,MNXR101941,nan,RHEA:30350,RHEA:30347,NDPK9n,30350; 30347,SBO:0000176,2.7.4.6,HMR_7893
MMRNR04989,,R_HMR_7894,ADP[m] + dITP[m] <=> ATP[m] + dIDP[m],,ENSMUSG00000024177,,,,,kegg.reaction/R03530;bigg.reaction/NDPK10m;vmhreaction/NDPK10m;metanetx.reaction/MNXR101934;rhea/30942;rhea/30939;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R03530,MNXR101934,nan,RHEA:30942,RHEA:30939,NDPK10m,30942; 30939,SBO:0000176,2.7.4.6,HMR_7894
MMRNR04990,,R_HMR_7895,ADP[m] + ITP[m] <=> ATP[m] + IDP[m],,ENSMUSG00000024177,,,,,kegg.reaction/R00722;bigg.reaction/NDPK9m;vmhreaction/NDPK9m;metanetx.reaction/MNXR101941;rhea/30350;rhea/30347;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.6,,0.0,R00722,MNXR101941,nan,RHEA:30350,RHEA:30347,NDPK9m,30350; 30347,SBO:0000176,2.7.4.6,HMR_7895
MMRNR04991,,R_HMR_8083,cGMP[n] + H2O[n] => GMP[n],,ENSMUSG00000070427 or ENSMUSG00000023868 or ENSMUSG00000075270 or ENSMUSG00000059173 or ENSMUSG00000022489 or ENSMUSG00000004347 or ENSMUSG00000110195 or ENSMUSG00000041741 or ENSMUSG00000030671 or ENSMUSG00000032177 or ENSMUSG00000028525 or ENSMUSG00000111773 or ENSMUSG00000021699 or ENSMUSG00000053965 or ENSMUSG00000024575 or ENSMUSG00000029491 or ENSMUSG00000024992 or ENSMUSG00000026239 or ENSMUSG00000025386 or ENSMUSG00000064330 or ENSMUSG00000069094 or ENSMUSG00000019990 or ENSMUSG00000025584 or ENSMUSG00000021684 or ENSMUSG00000041119,,,,,kegg.reaction/R01234;bigg.reaction/GCPNn;vmhreaction/PDE4n;metanetx.reaction/MNXR100078;sbo/SBO:0000176,Nucleotide metabolism,,3.1.4.35,,0.0,R01234,MNXR100078,nan,nan,nan,GCPNn,,SBO:0000176,3.1.4.35,HMR_8083
MMRNR04992,,R_HMR_8085,cGMP[g] + H2O[g] => GMP[g],,ENSMUSG00000070427 or ENSMUSG00000023868 or ENSMUSG00000075270 or ENSMUSG00000059173 or ENSMUSG00000022489 or ENSMUSG00000004347 or ENSMUSG00000110195 or ENSMUSG00000041741 or ENSMUSG00000030671 or ENSMUSG00000032177 or ENSMUSG00000028525 or ENSMUSG00000111773 or ENSMUSG00000021699 or ENSMUSG00000053965 or ENSMUSG00000024575 or ENSMUSG00000029491 or ENSMUSG00000024992 or ENSMUSG00000026239 or ENSMUSG00000025386 or ENSMUSG00000064330 or ENSMUSG00000069094 or ENSMUSG00000019990 or ENSMUSG00000025584 or ENSMUSG00000021684 or ENSMUSG00000041119,,,,,kegg.reaction/R01234;bigg.reaction/PDE4g;vmhreaction/PDE4g;metanetx.reaction/MNXR100078;sbo/SBO:0000176,Nucleotide metabolism,,3.1.4.17,,0.0,R01234,MNXR100078,nan,nan,nan,PDE4g,,SBO:0000176,3.1.4.17,HMR_8085
MMRNR04993,,R_HMR_8087,cAMP[g] + H2O[g] => AMP[g],,ENSMUSG00000070427 or ENSMUSG00000023868 or ENSMUSG00000075270 or ENSMUSG00000059173 or ENSMUSG00000022489 or ENSMUSG00000004347 or ENSMUSG00000110195 or ENSMUSG00000041741 or ENSMUSG00000030671 or ENSMUSG00000032177 or ENSMUSG00000028525 or ENSMUSG00000111773 or ENSMUSG00000021699 or ENSMUSG00000053965 or ENSMUSG00000024575 or ENSMUSG00000029491 or ENSMUSG00000024992 or ENSMUSG00000026239 or ENSMUSG00000025386 or ENSMUSG00000064330 or ENSMUSG00000069094 or ENSMUSG00000019990 or ENSMUSG00000025584 or ENSMUSG00000021684 or ENSMUSG00000041119,,,,,kegg.reaction/R00191;bigg.reaction/PDE1g;vmhreaction/PDE1g;metanetx.reaction/MNXR95886;sbo/SBO:0000176,Nucleotide metabolism,,3.1.4.17,,0.0,R00191,MNXR95886,nan,nan,nan,PDE1g,,SBO:0000176,3.1.4.17,HMR_8087
MMRNR04994,,R_HMR_8443,ADP-glucose[c] + H2O[c] => AMP[c] + glucose-1-phosphate[c],,ENSMUSG00000020910 or ENSMUSG00000025817 or ENSMUSG00000029310,,,,,kegg.reaction/R00951;bigg.reaction/ADPGLC;vmhreaction/ADPGLC;metanetx.reaction/MNXR95478;sbo/SBO:0000176,Nucleotide metabolism,,3.6.1.13,,0.0,R00951,MNXR95478,nan,nan,nan,ADPGLC,,SBO:0000176,3.6.1.13,HMR_8443
MMRNR04995,,R_HMR_8444,ADP-mannose[c] + H2O[c] => AMP[c] + mannose-1-phosphate[c],,ENSMUSG00000020910 or ENSMUSG00000025817 or ENSMUSG00000029310,,,,,kegg.reaction/R02677;bigg.reaction/ADPMAN;vmhreaction/ADPMAN;metanetx.reaction/MNXR95479;sbo/SBO:0000176,Nucleotide metabolism,,3.6.1.13,,0.0,R02677,MNXR95479,nan,nan,nan,ADPMAN,,SBO:0000176,3.6.1.13,HMR_8444
MMRNR04996,,R_HMR_8445,ATP[m] + cytidine[m] => ADP[m] + CMP[m],,,,,,,kegg.reaction/R00513;bigg.reaction/CYTDn;vmhreaction/CYTDK2m;metanetx.reaction/MNXR97039;rhea/24675;rhea/24674;sbo/SBO:0000176,Nucleotide metabolism,,,,0.0,R00513,MNXR97039,nan,RHEA:24675,RHEA:24674,CYTDn,24675; 24674,SBO:0000176,nan,HMR_8445
MMRNR04997,,R_HMR_8446,cytidine[n] + H2O[n] => NH3[n] + uridine[n],,ENSMUSG00000040627,,,,,kegg.reaction/R01878;bigg.reaction/CYTDt;vmhreaction/CYTDn;metanetx.reaction/MNXR97043;sbo/SBO:0000176,Nucleotide metabolism,,3.5.4.5,,0.0,R01878,MNXR97043,nan,nan,nan,CYTDt,,SBO:0000176,3.5.4.5,HMR_8446
MMRNR04998,,R_HMR_8448,CDP[c] + dGDP[c] <=> CMP[c] + dGTP[c],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK10n;vmhreaction/CYTK10;metanetx.reaction/MNXR97048;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97048,nan,nan,nan,CYTK10n,,SBO:0000176,2.7.4.14,HMR_8448
MMRNR04999,,R_HMR_8449,CDP[n] + dGDP[n] <=> CMP[n] + dGTP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK11;vmhreaction/CYTK10n;metanetx.reaction/MNXR97049;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97049,nan,nan,nan,CYTK11,,SBO:0000176,2.7.4.14,HMR_8449
MMRNR05000,,R_HMR_8450,dCDP[c] + dGDP[c] <=> dCMP[c] + dGTP[c],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK11n;vmhreaction/CYTK11;metanetx.reaction/MNXR97049;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97049,nan,nan,nan,CYTK11n,,SBO:0000176,2.7.4.14,HMR_8450
MMRNR05001,,R_HMR_8451,dCDP[n] + dGDP[n] <=> dCMP[n] + dGTP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK12;vmhreaction/CYTK11n;metanetx.reaction/MNXR97050;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97050,nan,nan,nan,CYTK12,,SBO:0000176,2.7.4.14,HMR_8451
MMRNR05002,,R_HMR_8452,2 dCDP[c] <=> dCMP[c] + dCTP[c],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK12n;vmhreaction/CYTK12;metanetx.reaction/MNXR97050;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97050,nan,nan,nan,CYTK12n,,SBO:0000176,2.7.4.14,HMR_8452
MMRNR05003,,R_HMR_8453,2 dCDP[n] <=> dCMP[n] + dCTP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK13;vmhreaction/CYTK12n;metanetx.reaction/MNXR97051;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97051,nan,nan,nan,CYTK13,,SBO:0000176,2.7.4.14,HMR_8453
MMRNR05004,,R_HMR_8454,dADP[c] + dCDP[c] <=> dATP[c] + dCMP[c],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK13n;vmhreaction/CYTK13;metanetx.reaction/MNXR97051;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97051,nan,nan,nan,CYTK13n,,SBO:0000176,2.7.4.14,HMR_8454
MMRNR05005,,R_HMR_8455,dADP[n] + dCDP[n] <=> dATP[n] + dCMP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK14;vmhreaction/CYTK13n;metanetx.reaction/MNXR97052;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97052,nan,nan,nan,CYTK14,,SBO:0000176,2.7.4.14,HMR_8455
MMRNR05006,,R_HMR_8456,dCDP[c] + UDP[c] <=> dCMP[c] + UTP[c],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK14n;vmhreaction/CYTK14;metanetx.reaction/MNXR97052;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97052,nan,nan,nan,CYTK14n,,SBO:0000176,2.7.4.14,HMR_8456
MMRNR05007,,R_HMR_8457,dCDP[n] + UDP[n] <=> dCMP[n] + UTP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK1m;vmhreaction/CYTK14n;metanetx.reaction/MNXR97047;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97047,nan,nan,nan,CYTK1m,,SBO:0000176,2.7.4.14,HMR_8457
MMRNR05008,,R_HMR_8458,ADP[n] + CDP[n] <=> ATP[n] + CMP[n],,ENSMUSG00000028719,,,,,kegg.reaction/R00512;bigg.reaction/CYTK2;vmhreaction/CYTK1n;metanetx.reaction/MNXR97053;rhea/11603;rhea/11600;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,R00512,MNXR97053,nan,RHEA:11603,RHEA:11600,CYTK2,11603; 11600,SBO:0000176,2.7.4.14,HMR_8458
MMRNR05009,,R_HMR_8459,ADP[n] + dCDP[n] <=> ATP[n] + dCMP[n],,ENSMUSG00000028719,,,,,kegg.reaction/R01665;bigg.reaction/CYTK3;vmhreaction/CYTK2n;metanetx.reaction/MNXR97056;rhea/25097;rhea/25094;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,R01665,MNXR97056,nan,RHEA:25097,RHEA:25094,CYTK3,25097; 25094,SBO:0000176,2.7.4.14,HMR_8459
MMRNR05010,,R_HMR_8460,CDP[n] + dCDP[n] <=> CTP[n] + dCMP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK4;vmhreaction/CYTK3n;metanetx.reaction/MNXR97057;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97057,nan,nan,nan,CYTK4,,SBO:0000176,2.7.4.14,HMR_8460
MMRNR05011,,R_HMR_8462,dCDP[n] + GDP[n] <=> dCMP[n] + GTP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK2_1;vmhreaction/CYTK4n;metanetx.reaction/MNXR97054;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97054,nan,nan,nan,CYTK2_1,,SBO:0000176,2.7.4.14,HMR_8462
MMRNR05012,,R_HMR_8463,CDP[c] + dCDP[c] <=> CTP[c] + dCMP[c],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK5n;vmhreaction/CYTK5;metanetx.reaction/MNXR97056;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97056,nan,nan,nan,CYTK5n,,SBO:0000176,2.7.4.14,HMR_8463
MMRNR05013,,R_HMR_8464,CDP[n] + GDP[n] <=> CMP[n] + GTP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CPK1;vmhreaction/CYTK5n;metanetx.reaction/MNXR96876;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR96876,nan,nan,nan,CPK1,,SBO:0000176,2.7.4.14,HMR_8464
MMRNR05014,,R_HMR_8465,2 CDP[c] <=> CMP[c] + CTP[c],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK6n;vmhreaction/CYTK6;metanetx.reaction/MNXR96876;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR96876,nan,nan,nan,CYTK6n,,SBO:0000176,2.7.4.14,HMR_8465
MMRNR05015,,R_HMR_8466,2 CDP[n] <=> CMP[n] + CTP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK7;vmhreaction/CYTK6n;metanetx.reaction/MNXR97058;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97058,nan,nan,nan,CYTK7,,SBO:0000176,2.7.4.14,HMR_8466
MMRNR05016,,R_HMR_8467,CDP[c] + UDP[c] <=> CMP[c] + UTP[c],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK7n;vmhreaction/CYTK7;metanetx.reaction/MNXR97058;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97058,nan,nan,nan,CYTK7n,,SBO:0000176,2.7.4.14,HMR_8467
MMRNR05017,,R_HMR_8468,CDP[n] + UDP[n] <=> CMP[n] + UTP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK8;vmhreaction/CYTK7n;metanetx.reaction/MNXR97059;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97059,nan,nan,nan,CYTK8,,SBO:0000176,2.7.4.14,HMR_8468
MMRNR05018,,R_HMR_8469,CDP[c] + dADP[c] <=> CMP[c] + dATP[c],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK8n;vmhreaction/CYTK8;metanetx.reaction/MNXR97059;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97059,nan,nan,nan,CYTK8n,,SBO:0000176,2.7.4.14,HMR_8469
MMRNR05019,,R_HMR_8470,CDP[n] + dADP[n] <=> CMP[n] + dATP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK9;vmhreaction/CYTK8n;metanetx.reaction/MNXR97060;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97060,nan,nan,nan,CYTK9,,SBO:0000176,2.7.4.14,HMR_8470
MMRNR05020,,R_HMR_8471,CDP[c] + dCDP[c] <=> CMP[c] + dCTP[c],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK9n;vmhreaction/CYTK9;metanetx.reaction/MNXR97060;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,MNXR97060,nan,nan,nan,CYTK9n,,SBO:0000176,2.7.4.14,HMR_8471
MMRNR05021,,R_HMR_8472,CDP[n] + dCDP[n] <=> CMP[n] + dCTP[n],,ENSMUSG00000028719,,,,,bigg.reaction/CYTK9n;vmhreaction/CYTK9n;sbo/SBO:0000176,Nucleotide metabolism,,2.7.4.14,,0.0,nan,nan,nan,nan,nan,CYTK9n,,SBO:0000176,2.7.4.14,HMR_8472
MMRNR05022,,R_HMR_8473,deoxyadenosine[s] + H2O[s] => deoxyinosine[s] + NH3[s],,ENSMUSG00000017697,,,,,kegg.reaction/R02556;bigg.reaction/DADNK;vmhreaction/DADAe;metanetx.reaction/MNXR97079;sbo/SBO:0000176,Nucleotide metabolism,,3.5.4.4,,0.0,R02556,MNXR97079,nan,nan,nan,DADNK,,SBO:0000176,3.5.4.4,HMR_8473
MMRNR05023,,R_HMR_8474,ATP[s] + 2 H2O[s] => AMP[s] + 2 Pi[s],,ENSMUSG00000025575 or ENSMUSG00000048120 or ENSMUSG00000015085 or ENSMUSG00000041608 or ENSMUSG00000095463 or ENSMUSG00000021236 or ENSMUSG00000033068 or ENSMUSG00000036813,,,,,kegg.reaction/R00085;bigg.reaction/ATPH1e;vmhreaction/ATPH1e;metanetx.reaction/MNXR96128;rhea/20989;rhea/20988;sbo/SBO:0000176,Nucleotide metabolism,,3.6.1.5;3.6.1.6;3.6.1.42,,0.0,R00085,MNXR96128,nan,RHEA:20989,RHEA:20988,ATPH1e,20989; 20988,SBO:0000176,3.6.1.5; 3.6.1.6; 3.6.1.42,HMR_8474
MMRNR05024,,R_HMR_8478,ADP[n] + dCMP[n] <=> ATP[n] + deoxycytidine[n],,ENSMUSG00000029366,,,,,kegg.reaction/R01666;bigg.reaction/DCK2n;vmhreaction/DCK1n;metanetx.reaction/MNXR97184;sbo/SBO:0000176,Nucleotide metabolism,,2.7.1.74,,0.0,R01666,MNXR97184,nan,nan,nan,DCK2n,,SBO:0000176,2.7.1.74,HMR_8478
MMRNR05025,,R_HMR_8479,dCMP[n] + UDP[n] <=> deoxycytidine[n] + UTP[n],,ENSMUSG00000029366,,,,,bigg.reaction/DCMPDA;vmhreaction/DCK2n;metanetx.reaction/MNXR97185;sbo/SBO:0000176,Nucleotide metabolism,,2.7.1.74,,0.0,nan,MNXR97185,nan,nan,nan,DCMPDA,,SBO:0000176,2.7.1.74,HMR_8479
MMRNR05026,,R_HMR_8480,deoxycytidine[n] + H2O[n] => deoxyuridine[n] + NH3[n],,ENSMUSG00000040627,,,,,kegg.reaction/R02485;bigg.reaction/DCYTt;vmhreaction/DCYTDn;metanetx.reaction/MNXR97208;sbo/SBO:0000176,Nucleotide metabolism,,3.5.4.5,,0.0,R02485,MNXR97208,nan,nan,nan,DCYTt,,SBO:0000176,3.5.4.5,HMR_8480
MMRNR05027,,R_HMR_8481,dADP[m] + dGDP[m] <=> dATP[m] + dGMP[m],,,,,,,bigg.reaction/DGSNtm;vmhreaction/DGK2m;metanetx.reaction/MNXR97324;sbo/SBO:0000176,Nucleotide metabolism,,,,0.0,nan,MNXR97324,nan,nan,nan,DGSNtm,,SBO:0000176,nan,HMR_8481
MMRNR05028,,R_HMR_8482,H+[m] + NADPH[m] + oxidized thioredoxin[m] => NADP+[m] + thioredoxin[m],,ENSMUSG00000020250 or ENSMUSG00000099282 or ENSMUSG00000000811,,,,,kegg.reaction/R02016;bigg.reaction/TRDRm;vmhreaction/TRDRm;metanetx.reaction/MNXR104766;sbo/SBO:0000176,Nucleotide metabolism,,1.8.1.9,,0.0,R02016,MNXR104766,nan,nan,nan,TRDRm,,SBO:0000176,1.8.1.9,HMR_8482
MMRNR05029,,R_HMR_8483,dUTP[n] + H2O[n] => dUMP[n] + PPi[n],,ENSMUSG00000027203,,,,,kegg.reaction/R02100;bigg.reaction/EBASTINEOHte;vmhreaction/DUTPDPn;metanetx.reaction/MNXR97869;rhea/10249;rhea/10248;sbo/SBO:0000176,Nucleotide metabolism,,3.6.1.23,,0.0,R02100,MNXR97869,nan,RHEA:10249,RHEA:10248,EBASTINEOHte,10249; 10248,SBO:0000176,3.6.1.23,HMR_8483
MMRNR05030,,R_HMR_8485,H2O[g] + UDP[g] => Pi[g] + UMP[g],,ENSMUSG00000025575 or ENSMUSG00000095463 or ENSMUSG00000033068,,,,,kegg.reaction/R00155;bigg.reaction/NDP7g;vmhreaction/NDP7g;metanetx.reaction/MNXR101931;rhea/64877;rhea/64876;sbo/SBO:0000176,Nucleotide metabolism,,3.6.1.6,,0.0,R00155,MNXR101931,nan,RHEA:64877,RHEA:64876,NDP7g,64877; 64876,SBO:0000176,3.6.1.6,HMR_8485
MMRNR05031,,R_HMR_8486,adenosine[c] + Pi[c] <=> Adenine[c] + ribose-1-phosphate[c],,ENSMUSG00000115338,,,,,kegg.reaction/R01561;bigg.reaction/PUNP1;vmhreaction/PUNP1;metanetx.reaction/MNXR103343;sbo/SBO:0000176,Nucleotide metabolism,,2.4.2.1,,0.0,R01561,MNXR103343,nan,nan,nan,PUNP1,,SBO:0000176,2.4.2.1,HMR_8486
MMRNR05032,,R_HMR_8487,H2O[s] + UMP[s] => Pi[s] + uridine[s],,ENSMUSG00000029780 or ENSMUSG00000032420,,,,,kegg.reaction/R00963;bigg.reaction/NTD2e;vmhreaction/NTD2e;metanetx.reaction/MNXR102032;rhea/29360;rhea/29359;sbo/SBO:0000176,Nucleotide metabolism,,3.1.3.5,,0.0,R00963,MNXR102032,nan,RHEA:29360,RHEA:29359,NTD2e,29360; 29359,SBO:0000176,3.1.3.5,HMR_8487
MMRNR05033,,R_HMR_8488,H2O[c] + XTP[c] => PPi[c] + xanthosine-5-phosphate[c],,ENSMUSG00000074797,,,,,kegg.reaction/R02720;bigg.reaction/NTPP11;vmhreaction/NTPP11;metanetx.reaction/MNXR102051;sbo/SBO:0000176,Nucleotide metabolism,,3.6.1.19,,0.0,R02720,MNXR102051,nan,nan,nan,NTPP11,,SBO:0000176,3.6.1.19,HMR_8488
